"year","month","lon5","lat5","mean.pred1"
1969,7,157.5,-42.5,7.69565875972723
1969,7,157.5,-37.5,13.2443521256989
1969,7,157.5,-32.5,3.05396300862416
1969,7,162.5,-42.5,5.86759147292997
1969,7,162.5,-37.5,7.01214440200164
1969,7,162.5,-32.5,0.497811626444081
1969,7,167.5,-42.5,5.33861164839076
1969,7,167.5,-37.5,5.0821959980182
1969,7,167.5,-32.5,0.238635451139582
1969,7,172.5,-47.5,7.19302315228044
1969,7,172.5,-42.5,6.34483911629503
1969,7,172.5,-37.5,8.69366889876989
1969,7,172.5,-32.5,0.85090591257382
1969,7,177.5,-42.5,7.86925700664002
1969,7,177.5,-37.5,12.2286394448288
1969,7,177.5,-32.5,2.83172910527526
1969,7,182.5,-37.5,13.3349717230781
1969,7,182.5,-32.5,3.65248309567767
1969,7,187.5,-32.5,1.29967200563894
1969,8,-17.5,-42.5,5.61564539153141
1969,8,-12.5,-42.5,6.80452938383238
1969,8,-12.5,-37.5,3.265746235969
1969,8,-7.5,-42.5,5.98333100085255
1969,8,-7.5,-37.5,2.85173680596535
1969,8,-2.5,-42.5,4.40197494025516
1969,8,-2.5,-37.5,2.13554786679187
1969,8,2.5,-42.5,3.43703609379448
1969,8,2.5,-37.5,1.6718745720062
1969,8,7.5,-42.5,3.75133657964217
1969,8,7.5,-37.5,1.6886877402787
1969,8,12.5,-42.5,7.68512040652189
1969,8,12.5,-37.5,2.59885405619631
1969,8,17.5,-42.5,23.589274711695
1969,8,17.5,-37.5,5.07233594893062
1969,8,22.5,-47.5,31.8549384740728
1969,8,22.5,-42.5,41.5615260530836
1969,8,22.5,-37.5,10.9037279889827
1969,8,27.5,-42.5,25.9249326764463
1969,8,27.5,-37.5,17.1650211162857
1969,8,32.5,-47.5,17.7696166057097
1969,8,32.5,-42.5,13.4337242575033
1969,8,32.5,-37.5,17.167131849638
1969,8,37.5,-42.5,12.8577746730822
1969,8,37.5,-37.5,14.1465761922933
1969,8,42.5,-42.5,14.9060534975974
1969,8,42.5,-37.5,9.740603637589
1969,8,47.5,-42.5,10.5553554552823
1969,8,47.5,-37.5,5.27762008343399
