Cohort,CaptureYear,CaptureCov,CaptureSwitch,NPOPS,Comps
2010,2019,8,0,0,101136
2011,2019,8,0,0,100688
2012,2019,8,0,0,106736
2013,2019,8,0,0,95648
2014,2019,8,0,0,106176
2015,2019,8,0,0,84672
2016,2019,8,0,0,162288
2017,2019,8,0,0,169344
2018,2019,8,0,0,155008
2003,2020,8,0,0,40827
2004,2020,8,0,0,41075
2005,2020,8,0,0,42036
2006,2020,8,0,0,41757
2007,2020,8,0,0,40765
2008,2020,8,0,0,29853
2009,2020,8,0,0,27156
2010,2020,8,0,0,27993
2011,2020,8,0,0,27869
2012,2020,8,0,0,29543
2013,2020,8,0,0,26474
2014,2020,8,0,0,29388
2015,2020,8,0,0,23436
2016,2020,8,0,0,44919
2017,2020,8,0,0,46872
2018,2020,8,0,0,42904
2019,2020,8,0,0,36456
2003,2021,8,0,0,34242
2004,2021,8,0,0,34450
2005,2021,8,0,0,35256
2006,2021,8,0,0,35022
2007,2021,8,0,0,34190
2008,2021,8,0,0,25038
2009,2021,8,0,0,22776
2010,2021,8,0,0,23478
2011,2021,8,0,0,23374
2012,2021,8,0,0,24778
2013,2021,8,0,0,22204
2014,2021,8,0,0,24648
2015,2021,8,0,0,19656
2016,2021,8,0,0,37674
2017,2021,8,0,0,39312
2018,2021,8,0,0,35984
2019,2021,8,0,0,30576
2020,2021,8,0,0,29718
2008,2010,9,0,0,20223
2009,2010,9,0,0,18396
2003,2011,9,0,0,11853
2004,2011,9,0,0,11925
2005,2011,9,0,0,12204
2006,2011,9,0,0,12123
2007,2011,9,0,0,11835
2008,2011,9,0,0,8667
2009,2011,9,0,0,7884
2010,2011,9,0,0,8127
2003,2013,9,0,0,31608
2004,2013,9,0,0,31800
2005,2013,9,0,0,32544
2006,2013,9,0,0,32328
2007,2013,9,0,0,31560
2008,2013,9,0,0,23112
2009,2013,9,0,0,21024
2010,2013,9,0,0,21672
2011,2013,9,0,0,21576
2012,2013,9,0,0,22872
2003,2014,9,0,0,19755
2004,2014,9,0,0,19875
2005,2014,9,0,0,20340
2006,2014,9,0,0,20205
2007,2014,9,0,0,19725
2008,2014,9,0,0,14445
2009,2014,9,0,0,13140
2010,2014,9,0,0,13545
2011,2014,9,0,0,13485
2012,2014,9,0,0,14295
2013,2014,9,0,0,12810
2003,2016,9,0,0,15804
2004,2016,9,0,0,15900
2005,2016,9,0,0,16272
2006,2016,9,0,0,16164
2007,2016,9,0,0,15780
2008,2016,9,0,0,11556
2009,2016,9,0,0,10512
2010,2016,9,0,0,10836
2011,2016,9,0,0,10788
2012,2016,9,0,0,11436
2013,2016,9,0,0,10248
2014,2016,9,0,0,11376
2015,2016,9,0,0,9072
2003,2017,9,0,0,21072
2004,2017,9,0,0,21200
2005,2017,9,0,0,21696
2006,2017,9,0,0,21552
2007,2017,9,0,0,21040
2008,2017,9,0,0,15408
2009,2017,9,0,0,14016
2010,2017,9,0,0,14448
2011,2017,9,0,0,14384
2012,2017,9,0,0,15248
2013,2017,9,0,0,13664
2014,2017,9,0,0,15168
2015,2017,9,0,0,12096
2016,2017,9,0,0,23184
2003,2018,9,0,0,17121
2004,2018,9,0,0,17225
2005,2018,9,0,0,17628
2006,2018,9,0,0,17511
2007,2018,9,0,0,17095
2008,2018,9,0,0,12519
2009,2018,9,0,0,11388
2010,2018,9,0,0,11739
2011,2018,9,0,0,11687
2012,2018,9,0,0,12389
2013,2018,9,0,0,11102
2014,2018,9,0,0,12324
2015,2018,9,0,0,9828
2016,2018,9,0,0,18837
2017,2018,9,0,0,19656
2003,2019,9,0,0,114579
2004,2019,9,0,0,115275
2005,2019,9,0,0,117972
2006,2019,9,0,0,117189
2007,2019,9,0,0,114405
2008,2019,9,0,0,83781
2009,2019,9,0,0,76212
2010,2019,9,0,0,78561
2011,2019,9,0,0,78213
2012,2019,9,0,0,82911
2013,2019,9,0,0,74298
2014,2019,9,0,0,82476
2015,2019,9,0,0,65772
2016,2019,9,0,0,126063
2017,2019,9,0,0,131544
2018,2019,9,0,0,120408
2003,2020,9,0,0,53997
2004,2020,9,0,0,54325
2005,2020,9,0,0,55596
2006,2020,9,0,0,55227
2007,2020,9,0,0,53915
2008,2020,9,0,0,39483
2009,2020,9,0,0,35916
2010,2020,9,0,0,37023
2011,2020,9,0,0,36859
2012,2020,9,0,0,39073
2013,2020,9,0,0,35014
2014,2020,9,0,0,38868
2015,2020,9,0,0,30996
2016,2020,9,0,0,59409
2017,2020,9,0,0,61992
2018,2020,9,0,0,56744
2019,2020,9,0,0,48216
2003,2021,9,0,0,31608
2004,2021,9,0,0,31800
2005,2021,9,0,0,32544
2006,2021,9,0,0,32328
2007,2021,9,0,0,31560
2008,2021,9,0,0,23112
2009,2021,9,0,0,21024
2010,2021,9,0,0,21672
2011,2021,9,0,0,21576
2012,2021,9,0,0,22872
2013,2021,9,0,0,20496
2014,2021,9,0,0,22752
2015,2021,9,0,0,18144
2016,2021,9,0,0,34776
2017,2021,9,0,0,36288
2018,2021,9,0,0,33216
2019,2021,9,0,0,28224
2020,2021,9,0,1,27432
2008,2010,10,0,0,13482
2009,2010,10,0,0,12264
2003,2011,10,0,0,21072
2004,2011,10,0,0,21200
2005,2011,10,0,0,21696
2006,2011,10,0,0,21552
2007,2011,10,0,0,21040
2008,2011,10,0,0,15408
2009,2011,10,0,0,14016
2010,2011,10,0,0,14448
2003,2012,10,0,0,1317
2004,2012,10,0,0,1325
2005,2012,10,0,0,1356
2006,2012,10,0,0,1347
2007,2012,10,0,0,1315
2008,2012,10,0,0,963
2009,2012,10,0,0,876
2010,2012,10,0,0,903
2011,2012,10,0,0,899
2003,2013,10,0,0,22389
2004,2013,10,0,0,22525
2005,2013,10,0,0,23052
2006,2013,10,0,0,22899
2007,2013,10,0,0,22355
2008,2013,10,0,0,16371
2009,2013,10,0,0,14892
2010,2013,10,0,0,15351
2011,2013,10,0,0,15283
2012,2013,10,0,0,16201
2003,2014,10,0,0,17121
2004,2014,10,0,0,17225
2005,2014,10,0,0,17628
2006,2014,10,0,0,17511
2007,2014,10,0,0,17095
2008,2014,10,0,0,12519
2009,2014,10,0,0,11388
2010,2014,10,0,0,11739
2011,2014,10,0,0,11687
2012,2014,10,0,0,12389
2013,2014,10,0,0,11102
2003,2016,10,0,0,23706
2004,2016,10,0,0,23850
2005,2016,10,0,0,24408
2006,2016,10,0,0,24246
2007,2016,10,0,0,23670
2008,2016,10,0,0,17334
2009,2016,10,0,0,15768
2010,2016,10,0,0,16254
2011,2016,10,0,0,16182
2012,2016,10,0,0,17154
2013,2016,10,0,0,15372
2014,2016,10,0,0,17064
2015,2016,10,0,0,13608
2003,2017,10,0,0,22389
2004,2017,10,0,0,22525
2005,2017,10,0,0,23052
2006,2017,10,0,0,22899
2007,2017,10,0,0,22355
2008,2017,10,0,0,16371
2009,2017,10,0,0,14892
2010,2017,10,0,0,15351
2011,2017,10,0,0,15283
2012,2017,10,0,0,16201
2013,2017,10,0,0,14518
2014,2017,10,0,0,16116
2015,2017,10,0,0,12852
2016,2017,10,0,0,24633
2003,2018,10,0,0,32925
2004,2018,10,0,0,33125
2005,2018,10,0,0,33900
2006,2018,10,0,0,33675
2007,2018,10,0,0,32875
2008,2018,10,0,0,24075
2009,2018,10,0,0,21900
2010,2018,10,0,0,22575
2011,2018,10,0,0,22475
2012,2018,10,0,0,23825
2013,2018,10,0,0,21350
2014,2018,10,0,0,23700
2015,2018,10,0,0,18900
2016,2018,10,0,0,36225
2017,2018,10,0,0,37800
2003,2019,10,0,0,76386
2004,2019,10,0,0,76850
2005,2019,10,0,0,78648
2006,2019,10,0,0,78126
2007,2019,10,0,0,76270
2008,2019,10,0,0,55854
2009,2019,10,0,0,50808
2010,2019,10,0,0,52374
2011,2019,10,0,0,52142
2012,2019,10,0,0,55274
2013,2019,10,0,0,49532
2014,2019,10,0,0,54984
2015,2019,10,0,0,43848
2016,2019,10,0,0,84042
2017,2019,10,0,0,87696
2018,2019,10,0,0,80272
2003,2020,10,0,0,38193
2004,2020,10,0,0,38425
2005,2020,10,0,0,39324
2006,2020,10,0,0,39063
2007,2020,10,0,0,38135
2008,2020,10,0,0,27927
2009,2020,10,0,0,25404
2010,2020,10,0,0,26187
2011,2020,10,0,0,26071
2012,2020,10,0,0,27637
2013,2020,10,0,0,24766
2014,2020,10,0,0,27492
2015,2020,10,0,0,21924
2016,2020,10,0,0,42021
2017,2020,10,0,0,43848
2018,2020,10,0,0,40136
2019,2020,10,0,0,34104
2003,2021,10,0,0,15804
2004,2021,10,0,0,15900
2005,2021,10,0,0,16272
2006,2021,10,0,0,16164
2007,2021,10,0,0,15780
2008,2021,10,0,0,11556
2009,2021,10,0,0,10512
2010,2021,10,0,0,10836
2011,2021,10,0,0,10788
2012,2021,10,0,0,11436
2013,2021,10,0,0,10248
2014,2021,10,0,0,11376
2015,2021,10,0,0,9072
2016,2021,10,0,0,17388
2017,2021,10,0,0,18144
2018,2021,10,0,0,16608
2019,2021,10,0,0,14112
2020,2021,10,0,0,13716
2008,2010,11,0,0,23112
2009,2010,11,0,0,21024
2003,2011,11,0,0,38193
2004,2011,11,0,0,38425
2005,2011,11,0,0,39324
2006,2011,11,0,0,39063
2007,2011,11,0,0,38135
2008,2011,11,0,0,27927
2009,2011,11,0,0,25404
2010,2011,11,0,0,26187
2003,2013,11,0,0,17121
2004,2013,11,0,0,17225
2005,2013,11,0,0,17628
2006,2013,11,0,0,17511
2007,2013,11,0,0,17095
2008,2013,11,0,0,12519
2009,2013,11,0,0,11388
2010,2013,11,0,0,11739
2011,2013,11,0,0,11687
2012,2013,11,0,0,12389
2003,2014,11,0,0,10536
2004,2014,11,0,0,10600
2005,2014,11,0,0,10848
2006,2014,11,0,0,10776
2007,2014,11,0,0,10520
2008,2014,11,0,0,7704
2009,2014,11,0,0,7008
2010,2014,11,0,0,7224
2011,2014,11,0,0,7192
2012,2014,11,0,0,7624
2013,2014,11,0,0,6832
2003,2016,11,0,0,10536
2004,2016,11,0,0,10600
2005,2016,11,0,0,10848
2006,2016,11,0,0,10776
2007,2016,11,0,0,10520
2008,2016,11,0,0,7704
2009,2016,11,0,0,7008
2010,2016,11,0,0,7224
2011,2016,11,0,0,7192
2012,2016,11,0,0,7624
2013,2016,11,0,0,6832
2014,2016,11,0,0,7584
2015,2016,11,0,0,6048
2003,2017,11,0,0,36876
2004,2017,11,0,0,37100
2005,2017,11,0,0,37968
2006,2017,11,0,0,37716
2007,2017,11,0,0,36820
2008,2017,11,0,0,26964
2009,2017,11,0,0,24528
2010,2017,11,0,0,25284
2011,2017,11,0,0,25172
2012,2017,11,0,0,26684
2013,2017,11,0,0,23912
2014,2017,11,0,0,26544
2015,2017,11,0,0,21168
2016,2017,11,0,0,40572
2003,2018,11,0,0,39510
2004,2018,11,0,0,39750
2005,2018,11,0,0,40680
2006,2018,11,0,0,40410
2007,2018,11,0,0,39450
2008,2018,11,0,0,28890
2009,2018,11,0,0,26280
2010,2018,11,0,0,27090
2011,2018,11,0,0,26970
2012,2018,11,0,0,28590
2013,2018,11,0,0,25620
2014,2018,11,0,0,28440
2015,2018,11,0,0,22680
2016,2018,11,0,1,43470
2017,2018,11,0,0,45360
2003,2019,11,0,0,56631
2004,2019,11,0,0,56975
2005,2019,11,0,0,58308
2006,2019,11,0,0,57921
2007,2019,11,0,0,56545
2008,2019,11,0,0,41409
2009,2019,11,0,0,37668
2010,2019,11,0,0,38829
2011,2019,11,0,0,38657
2012,2019,11,0,0,40979
2013,2019,11,0,0,36722
2014,2019,11,0,0,40764
2015,2019,11,0,0,32508
2016,2019,11,0,0,62307
2017,2019,11,0,0,65016
2018,2019,11,0,0,59512
2003,2020,11,0,0,38193
2004,2020,11,0,0,38425
2005,2020,11,0,0,39324
2006,2020,11,0,0,39063
2007,2020,11,0,0,38135
2008,2020,11,0,0,27927
2009,2020,11,0,0,25404
2010,2020,11,0,0,26187
2011,2020,11,0,0,26071
2012,2020,11,0,0,27637
2013,2020,11,0,0,24766
2014,2020,11,0,0,27492
2015,2020,11,0,0,21924
2016,2020,11,0,0,42021
2017,2020,11,0,0,43848
2018,2020,11,0,0,40136
2019,2020,11,0,0,34104
2003,2021,11,0,0,13170
2004,2021,11,0,0,13250
2005,2021,11,0,0,13560
2006,2021,11,0,0,13470
2007,2021,11,0,0,13150
2008,2021,11,0,0,9630
2009,2021,11,0,0,8760
2010,2021,11,0,0,9030
2011,2021,11,0,0,8990
2012,2021,11,0,0,9530
2013,2021,11,0,0,8540
2014,2021,11,0,0,9480
2015,2021,11,0,0,7560
2016,2021,11,0,0,14490
2017,2021,11,0,0,15120
2018,2021,11,0,0,13840
2019,2021,11,0,1,11760
2020,2021,11,0,0,11430
2008,2010,12,0,0,23112
2009,2010,12,0,0,21024
2003,2011,12,0,0,44778
2004,2011,12,0,0,45050
2005,2011,12,0,0,46104
2006,2011,12,0,0,45798
2007,2011,12,0,0,44710
2008,2011,12,0,0,32742
2009,2011,12,0,1,29784
2010,2011,12,0,0,30702
2003,2013,12,0,0,19755
2004,2013,12,0,0,19875
2005,2013,12,0,0,20340
2006,2013,12,0,0,20205
2007,2013,12,0,0,19725
2008,2013,12,0,0,14445
2009,2013,12,0,0,13140
2010,2013,12,0,0,13545
2011,2013,12,0,1,13485
2012,2013,12,0,0,14295
2003,2014,12,0,0,19755
2004,2014,12,0,0,19875
2005,2014,12,0,0,20340
2006,2014,12,0,0,20205
2007,2014,12,0,0,19725
2008,2014,12,0,0,14445
2009,2014,12,0,0,13140
2010,2014,12,0,0,13545
2011,2014,12,0,0,13485
2012,2014,12,0,0,14295
2013,2014,12,0,0,12810
2003,2016,12,0,0,9219
2004,2016,12,0,0,9275
2005,2016,12,0,0,9492
2006,2016,12,0,0,9429
2007,2016,12,0,0,9205
2008,2016,12,0,0,6741
2009,2016,12,0,0,6132
2010,2016,12,0,0,6321
2011,2016,12,0,0,6293
2012,2016,12,0,0,6671
2013,2016,12,0,0,5978
2014,2016,12,0,0,6636
2015,2016,12,0,0,5292
2003,2017,12,0,0,19755
2004,2017,12,0,0,19875
2005,2017,12,0,0,20340
2006,2017,12,0,0,20205
2007,2017,12,0,0,19725
2008,2017,12,0,0,14445
2009,2017,12,0,0,13140
2010,2017,12,0,0,13545
2011,2017,12,0,0,13485
2012,2017,12,0,0,14295
2013,2017,12,0,0,12810
2014,2017,12,0,0,14220
2015,2017,12,0,0,11340
2016,2017,12,0,0,21735
2003,2018,12,0,0,34242
2004,2018,12,0,0,34450
2005,2018,12,0,0,35256
2006,2018,12,0,0,35022
2007,2018,12,0,0,34190
2008,2018,12,0,0,25038
2009,2018,12,0,0,22776
2010,2018,12,0,0,23478
2011,2018,12,0,0,23374
2012,2018,12,0,0,24778
2013,2018,12,0,0,22204
2014,2018,12,0,0,24648
2015,2018,12,0,0,19656
2016,2018,12,0,0,37674
2017,2018,12,0,0,39312
2003,2019,12,0,0,75069
2004,2019,12,0,0,75525
2005,2019,12,0,0,77292
2006,2019,12,0,0,76779
2007,2019,12,0,0,74955
2008,2019,12,0,0,54891
2009,2019,12,0,0,49932
2010,2019,12,0,0,51471
2011,2019,12,0,0,51243
2012,2019,12,0,0,54321
2013,2019,12,0,0,48678
2014,2019,12,0,0,54036
2015,2019,12,0,0,43092
2016,2019,12,0,0,82593
2017,2019,12,0,0,86184
2018,2019,12,0,1,78888
2003,2020,12,0,0,52680
2004,2020,12,0,0,53000
2005,2020,12,0,0,54240
2006,2020,12,0,0,53880
2007,2020,12,0,0,52600
2008,2020,12,0,0,38520
2009,2020,12,0,0,35040
2010,2020,12,0,0,36120
2011,2020,12,0,0,35960
2012,2020,12,0,0,38120
2013,2020,12,0,0,34160
2014,2020,12,0,0,37920
2015,2020,12,0,0,30240
2016,2020,12,0,0,57960
2017,2020,12,0,0,60480
2018,2020,12,0,1,55360
2019,2020,12,0,0,47040
2003,2021,12,0,0,21072
2004,2021,12,0,0,21200
2005,2021,12,0,0,21696
2006,2021,12,0,0,21552
2007,2021,12,0,0,21040
2008,2021,12,0,0,15408
2009,2021,12,0,0,14016
2010,2021,12,0,0,14448
2011,2021,12,0,0,14384
2012,2021,12,0,0,15248
2013,2021,12,0,0,13664
2014,2021,12,0,0,15168
2015,2021,12,0,0,12096
2016,2021,12,0,1,23184
2017,2021,12,0,0,24192
2018,2021,12,0,0,22144
2019,2021,12,0,0,18816
2020,2021,12,0,0,18288
2008,2010,13,0,0,25038
2009,2010,13,0,0,22776
2003,2011,13,0,0,48729
2004,2011,13,0,0,49025
2005,2011,13,0,0,50172
2006,2011,13,0,0,49839
2007,2011,13,0,0,48655
2008,2011,13,0,0,35631
2009,2011,13,0,0,32412
2010,2011,13,0,0,33411
2003,2013,13,0,0,19755
2004,2013,13,0,0,19875
2005,2013,13,0,0,20340
2006,2013,13,0,0,20205
2007,2013,13,0,0,19725
2008,2013,13,0,0,14445
2009,2013,13,0,0,13140
2010,2013,13,0,0,13545
2011,2013,13,0,0,13485
2012,2013,13,0,0,14295
2003,2014,13,0,0,19755
2004,2014,13,0,0,19875
2005,2014,13,0,0,20340
2006,2014,13,0,0,20205
2007,2014,13,0,0,19725
2008,2014,13,0,0,14445
2009,2014,13,0,0,13140
2010,2014,13,0,0,13545
2011,2014,13,0,0,13485
2012,2014,13,0,0,14295
2013,2014,13,0,0,12810
2003,2016,13,0,0,14487
2004,2016,13,0,0,14575
2005,2016,13,0,0,14916
2006,2016,13,0,0,14817
2007,2016,13,0,0,14465
2008,2016,13,0,0,10593
2009,2016,13,0,0,9636
2010,2016,13,0,0,9933
2011,2016,13,0,0,9889
2012,2016,13,0,0,10483
2013,2016,13,0,0,9394
2014,2016,13,0,0,10428
2015,2016,13,0,0,8316
2003,2017,13,0,0,19755
2004,2017,13,0,0,19875
2005,2017,13,0,0,20340
2006,2017,13,0,0,20205
2007,2017,13,0,0,19725
2008,2017,13,0,0,14445
2009,2017,13,0,0,13140
2010,2017,13,0,0,13545
2011,2017,13,0,0,13485
2012,2017,13,0,0,14295
2013,2017,13,0,0,12810
2014,2017,13,0,0,14220
2015,2017,13,0,0,11340
2016,2017,13,0,0,21735
2003,2018,13,0,0,9219
2004,2018,13,0,0,9275
2005,2018,13,0,0,9492
2006,2018,13,0,0,9429
2007,2018,13,0,0,9205
2008,2018,13,0,0,6741
2009,2018,13,0,0,6132
2010,2018,13,0,0,6321
2011,2018,13,0,0,6293
2012,2018,13,0,0,6671
2013,2018,13,0,0,5978
2014,2018,13,0,0,6636
2015,2018,13,0,0,5292
2016,2018,13,0,0,10143
2017,2018,13,0,0,10584
2003,2019,13,0,0,79020
2004,2019,13,0,0,79500
2005,2019,13,0,0,81360
2006,2019,13,0,0,80820
2007,2019,13,0,0,78900
2008,2019,13,0,0,57780
2009,2019,13,0,0,52560
2010,2019,13,0,0,54180
2011,2019,13,0,0,53940
2012,2019,13,0,0,57180
2013,2019,13,0,0,51240
2014,2019,13,0,0,56880
2015,2019,13,0,0,45360
2016,2019,13,0,0,86940
2017,2019,13,0,0,90720
2018,2019,13,0,0,83040
2003,2020,13,0,0,42144
2004,2020,13,0,0,42400
2005,2020,13,0,0,43392
2006,2020,13,0,0,43104
2007,2020,13,0,0,42080
2008,2020,13,0,0,30816
2009,2020,13,0,0,28032
2010,2020,13,0,0,28896
2011,2020,13,0,0,28768
2012,2020,13,0,0,30496
2013,2020,13,0,0,27328
2014,2020,13,0,0,30336
2015,2020,13,0,0,24192
2016,2020,13,0,1,46368
2017,2020,13,0,0,48384
2018,2020,13,0,0,44288
2019,2020,13,0,0,37632
2003,2021,13,0,0,15804
2004,2021,13,0,0,15900
2005,2021,13,0,0,16272
2006,2021,13,0,0,16164
2007,2021,13,0,0,15780
2008,2021,13,0,0,11556
2009,2021,13,0,0,10512
2010,2021,13,0,0,10836
2011,2021,13,0,0,10788
2012,2021,13,0,0,11436
2013,2021,13,0,0,10248
2014,2021,13,0,0,11376
2015,2021,13,0,0,9072
2016,2021,13,0,0,17388
2017,2021,13,0,0,18144
2018,2021,13,0,0,16608
2019,2021,13,0,0,14112
2020,2021,13,0,0,13716
2008,2010,14,0,0,17334
2009,2010,14,0,0,15768
2003,2011,14,0,0,48729
2004,2011,14,0,0,49025
2005,2011,14,0,0,50172
2006,2011,14,0,0,49839
2007,2011,14,0,2,48655
2008,2011,14,0,0,35631
2009,2011,14,0,0,32412
2010,2011,14,0,0,33411
2003,2013,14,0,0,32925
2004,2013,14,0,0,33125
2005,2013,14,0,0,33900
2006,2013,14,0,0,33675
2007,2013,14,0,0,32875
2008,2013,14,0,0,24075
2009,2013,14,0,0,21900
2010,2013,14,0,0,22575
2011,2013,14,0,0,22475
2012,2013,14,0,1,23825
2003,2014,14,0,0,25023
2004,2014,14,0,0,25175
2005,2014,14,0,0,25764
2006,2014,14,0,0,25593
2007,2014,14,0,1,24985
2008,2014,14,0,0,18297
2009,2014,14,0,0,16644
2010,2014,14,0,0,17157
2011,2014,14,0,0,17081
2012,2014,14,0,0,18107
2013,2014,14,0,0,16226
2003,2016,14,0,0,14487
2004,2016,14,0,0,14575
2005,2016,14,0,0,14916
2006,2016,14,0,0,14817
2007,2016,14,0,0,14465
2008,2016,14,0,0,10593
2009,2016,14,0,0,9636
2010,2016,14,0,0,9933
2011,2016,14,0,0,9889
2012,2016,14,0,0,10483
2013,2016,14,0,0,9394
2014,2016,14,0,0,10428
2015,2016,14,0,0,8316
2003,2017,14,0,0,10536
2004,2017,14,0,0,10600
2005,2017,14,0,0,10848
2006,2017,14,0,0,10776
2007,2017,14,0,0,10520
2008,2017,14,0,0,7704
2009,2017,14,0,0,7008
2010,2017,14,0,0,7224
2011,2017,14,0,0,7192
2012,2017,14,0,0,7624
2013,2017,14,0,0,6832
2014,2017,14,0,0,7584
2015,2017,14,0,0,6048
2016,2017,14,0,0,11592
2003,2018,14,0,0,7902
2004,2018,14,0,0,7950
2005,2018,14,0,0,8136
2006,2018,14,0,0,8082
2007,2018,14,0,0,7890
2008,2018,14,0,0,5778
2009,2018,14,0,0,5256
2010,2018,14,0,0,5418
2011,2018,14,0,0,5394
2012,2018,14,0,0,5718
2013,2018,14,0,0,5124
2014,2018,14,0,0,5688
2015,2018,14,0,0,4536
2016,2018,14,0,0,8694
2017,2018,14,0,0,9072
2003,2019,14,0,0,46095
2004,2019,14,0,0,46375
2005,2019,14,0,0,47460
2006,2019,14,0,0,47145
2007,2019,14,0,0,46025
2008,2019,14,0,0,33705
2009,2019,14,0,0,30660
2010,2019,14,0,0,31605
2011,2019,14,0,0,31465
2012,2019,14,0,0,33355
2013,2019,14,0,0,29890
2014,2019,14,0,0,33180
2015,2019,14,0,1,26460
2016,2019,14,0,0,50715
2017,2019,14,0,0,52920
2018,2019,14,0,0,48440
2003,2020,14,0,0,28974
2004,2020,14,0,0,29150
2005,2020,14,0,0,29832
2006,2020,14,0,0,29634
2007,2020,14,0,0,28930
2008,2020,14,0,0,21186
2009,2020,14,0,0,19272
2010,2020,14,0,0,19866
2011,2020,14,0,0,19778
2012,2020,14,0,0,20966
2013,2020,14,0,0,18788
2014,2020,14,0,0,20856
2015,2020,14,0,0,16632
2016,2020,14,0,0,31878
2017,2020,14,0,0,33264
2018,2020,14,0,0,30448
2019,2020,14,0,0,25872
2003,2021,14,0,0,13170
2004,2021,14,0,0,13250
2005,2021,14,0,0,13560
2006,2021,14,0,0,13470
2007,2021,14,0,0,13150
2008,2021,14,0,0,9630
2009,2021,14,0,0,8760
2010,2021,14,0,0,9030
2011,2021,14,0,0,8990
2012,2021,14,0,0,9530
2013,2021,14,0,0,8540
2014,2021,14,0,0,9480
2015,2021,14,0,0,7560
2016,2021,14,0,0,14490
2017,2021,14,0,0,15120
2018,2021,14,0,0,13840
2019,2021,14,0,1,11760
2020,2021,14,0,0,11430
2008,2010,15,0,0,10593
2009,2010,15,0,0,9636
2003,2011,15,0,0,32925
2004,2011,15,0,0,33125
2005,2011,15,0,0,33900
2006,2011,15,0,0,33675
2007,2011,15,0,0,32875
2008,2011,15,0,0,24075
2009,2011,15,0,0,21900
2010,2011,15,0,0,22575
2003,2012,15,0,0,2634
2004,2012,15,0,0,2650
2005,2012,15,0,0,2712
2006,2012,15,0,0,2694
2007,2012,15,0,0,2630
2008,2012,15,0,1,1926
2009,2012,15,0,0,1752
2010,2012,15,0,1,1806
2011,2012,15,0,0,1798
2003,2013,15,0,0,50046
2004,2013,15,0,0,50350
2005,2013,15,0,0,51528
2006,2013,15,0,0,51186
2007,2013,15,0,0,49970
2008,2013,15,0,0,36594
2009,2013,15,0,0,33288
2010,2013,15,0,0,34314
2011,2013,15,0,0,34162
2012,2013,15,0,0,36214
2003,2014,15,0,0,40827
2004,2014,15,0,0,41075
2005,2014,15,0,0,42036
2006,2014,15,0,0,41757
2007,2014,15,0,1,40765
2008,2014,15,0,0,29853
2009,2014,15,0,0,27156
2010,2014,15,0,0,27993
2011,2014,15,0,0,27869
2012,2014,15,0,0,29543
2013,2014,15,0,0,26474
2003,2016,15,0,0,14487
2004,2016,15,0,0,14575
2005,2016,15,0,0,14916
2006,2016,15,0,0,14817
2007,2016,15,0,0,14465
2008,2016,15,0,0,10593
2009,2016,15,0,0,9636
2010,2016,15,0,0,9933
2011,2016,15,0,0,9889
2012,2016,15,0,0,10483
2013,2016,15,0,0,9394
2014,2016,15,0,0,10428
2015,2016,15,0,0,8316
2003,2017,15,0,0,18438
2004,2017,15,0,0,18550
2005,2017,15,0,0,18984
2006,2017,15,0,0,18858
2007,2017,15,0,0,18410
2008,2017,15,0,0,13482
2009,2017,15,0,0,12264
2010,2017,15,0,0,12642
2011,2017,15,0,0,12586
2012,2017,15,0,0,13342
2013,2017,15,0,0,11956
2014,2017,15,0,0,13272
2015,2017,15,0,0,10584
2016,2017,15,0,0,20286
2003,2018,15,0,0,15804
2004,2018,15,0,0,15900
2005,2018,15,0,0,16272
2006,2018,15,0,0,16164
2007,2018,15,0,0,15780
2008,2018,15,0,0,11556
2009,2018,15,0,0,10512
2010,2018,15,0,0,10836
2011,2018,15,0,0,10788
2012,2018,15,0,0,11436
2013,2018,15,0,1,10248
2014,2018,15,0,0,11376
2015,2018,15,0,0,9072
2016,2018,15,0,0,17388
2017,2018,15,0,0,18144
2003,2019,15,0,0,21072
2004,2019,15,0,0,21200
2005,2019,15,0,0,21696
2006,2019,15,0,0,21552
2007,2019,15,0,0,21040
2008,2019,15,0,0,15408
2009,2019,15,0,0,14016
2010,2019,15,0,0,14448
2011,2019,15,0,0,14384
2012,2019,15,0,0,15248
2013,2019,15,0,0,13664
2014,2019,15,0,0,15168
2015,2019,15,0,0,12096
2016,2019,15,0,0,23184
2017,2019,15,0,0,24192
2018,2019,15,0,0,22144
2003,2020,15,0,0,31608
2004,2020,15,0,0,31800
2005,2020,15,0,0,32544
2006,2020,15,0,0,32328
2007,2020,15,0,0,31560
2008,2020,15,0,0,23112
2009,2020,15,0,0,21024
2010,2020,15,0,0,21672
2011,2020,15,0,0,21576
2012,2020,15,0,0,22872
2013,2020,15,0,0,20496
2014,2020,15,0,0,22752
2015,2020,15,0,0,18144
2016,2020,15,0,0,34776
2017,2020,15,0,1,36288
2018,2020,15,0,0,33216
2019,2020,15,0,0,28224
2003,2021,15,0,0,13170
2004,2021,15,0,0,13250
2005,2021,15,0,0,13560
2006,2021,15,0,0,13470
2007,2021,15,0,0,13150
2008,2021,15,0,0,9630
2009,2021,15,0,0,8760
2010,2021,15,0,0,9030
2011,2021,15,0,0,8990
2012,2021,15,0,0,9530
2013,2021,15,0,0,8540
2014,2021,15,0,0,9480
2015,2021,15,0,0,7560
2016,2021,15,0,0,14490
2017,2021,15,0,0,15120
2018,2021,15,0,0,13840
2019,2021,15,0,0,11760
2020,2021,15,0,0,11430
2008,2010,16,0,0,14445
